review_text,review_status
"If you can learn to dance by reading a book whose recommendation was to hold your partner and &quot;move to the music&quot;, then you may find &quot;Kaizen Event Implementation Manual&quot; useful. This book talks about the history and terminology of lean manufacturing and does go into detail about team member selection. After that, this book shows blank forms of some of the data analysis forms often used during a kaizen event, but tells you nothing of how to complete the forms and analyze the results. Nor is there any &quot;road map&quot; or guidelines for conducting a kaizen event itself. There is information about how to contact the author in the event that you decide to hire him to &quot;fill in all blanks&quot; in person. The book is simply another info-mercial where in this case, you are paying for the advertisement",negative
"I didn't have especailly high hopes for this book. I think there has been a gradual decline in the quality of HH books over the years, and this one brings it to a new low. Basically, it's waaaaaay too long. At 850 pages, it's a monster read, and a slow one. That's not always a bad thing - sometimes if you like the characters it's nice to just hang out with your friends for page after page. But not here. Why is it necessary to describe in detail the exact movements of a treecat using sign language? For several paragraphs? More than once? Why are we given pages of liturgy for religious services? I think I'd be in a very small minority when I confess that I quite like the 1662 Prayer Book, though I can't quite work out why it would be revived in the distant future when it's been out of use here for decades! Maybe it was easy to cut and paste, and got the word count up.",negative
"I can tell you first hand how Amazon makes easy money. I am a formal seller here at Amazon. Not a big seller,but an honest one with a 5 star rating and zero claims.However Amazon allows dishonest buyer's to do chargebacks months after a purchase and then has nothing in place to assist seller's in getting their merchandise back. Sounds like retail fraud to me!! I wish there was a lower rating to give to this website.They are truly at the bottom!",negative
"The joke here is that Krugman is convinced he can write. He ends his little intro with the smug assertion that ""maybe economists can write after all,"" offering himself as proof. (Krugman cannot write well, but he has mastered the clumsy, undistinguished style of a bad lit professor---the kind of tenured mediocrity that dominates academic publishing---an accomplishment he's very proud of. To use his own favorite ""emphasizing"" gimmick: Krugman stinks---full stop.)",negative
"I must agree witht he reviewer who commented about the book being written by committee. The narrative is choppy and lacking not only key details, but also historical background. Because it's an autobiography, I don't necessarily think that it's fair to damn the book for being self-centered; it IS about him. I do feel, however, that the book needs better editing and a bit more self-examination.",negative
"Ok, you guys. As I have stated, this book let me down! It practically ends on page 195, and there's still 65 pages to go! My advice-Don't even start it. Also, I tried The Killer's Cousin. I wasn't pleased with that, either. So, my conclusion: If you're looking for a good read, don't expect Nanxy Werlin to fulfill your needs. If you need good, suspenseful stories, try Lois Duncan or Caroline B. Cooney! One great, outstanding, wonderful book: Swimmer-Graham Masterton",negative
"This book was so simplistic. I was quite disappointed. You get the impression his main goal was simply to reassure people that they are normal after all. A worthy goal, but when discussing something as complex as sexual fantasies I really think one should try to pursue things to their limit. He really held back from delving into any dark territory. His explanations for why someone enjoys certain things left out quite a bit. He always managed to put a happy, positive spin on everything, which is nice, but life isn't that simple",negative
This is the sort of book for paranoid people addicted to conspiracy theories. They would rather believe a fanciful lie than the mundane truth.,negative
"What a chore this book was to read. If it weren't for my OCD about finishing books that I start, I would've read the first couple of chapters and then given up.",negative
The plot in Final Analysis is trite and overused and the characters are flat and stock. Tedious and painful to read,negative
Grudem seems to have a very distorted and confused vision of Christ. We can only hope that Evangelical become more like Christ. Jesus was the first real liberal and the most radical of liberals.,negative
"I love ""The number one detective agency"" series, and hoped for the same writing quality in this collection of folk tales. Unfortunately there was no narrative flow, making the stories stilted and un-interesting. Maybe a narrative explaining the lessons would have helped.",negative
"I bought this book and also Last Night based upon the gushing reviews you see above. Who are they kidding? The main character is a cad. It is far from ""a tour de force"" in erotic anything. His short stories in Last Night are only marginally better. Your time is better spent with other authors",negative
"If you have had any exposure to good literature, you will find this novel nearly insufferable. The symbolism is cliche, narrative style predictable and unoriginal, and the book as a whole is this woman's self-indulgent notion that the story of her family makes a good read. If she had any creative ability, she could use her family history as a starting point, but she does very little to distinguish her writing as exciting and fresh. Dull, dry, predicatable, callow, and unfortuantly a requirement from a lit professor who has insulted my eight semesters as an English student",negative
"As a dad, I was really looking forward to a book on potty training to help me with my 2-year old. This book is lousy though. Why?",negative
"The text gets 5 stars for the orientation, organization, and the on-line resources for the text. It describes exactly what you would want in an Applied Corporate Finance course. Unfortunately, I have to deduct 3 stars because the text contains too many typos and smple calculations which I specifically want my students not to make. This has been frustrating for my students, as well as myself. However, I am confident that when this problem is cleaned up, the book will be among the best Applied Corporate Finance text in the market. I strongly recommend a new, corrected edition",negative
"I have introduced many of my ELL, high school students to Lois Lowery and the depth of her characters. She is a brilliant writer and capable of inspiring fierce passion in her readers as they encounter shocking details of her utopian worlds. I was anxious to read this companion novel and had planned to share it with my class this January. Although the series is written for 6th graders and older, this book's simplicity, in its message, language and writing style will inspire no one. I am sadly disappointed",negative
"Just know this book has you developing code in the SDK, not Visual Studio .NET. If anything that should turn you away from buying this.",negative
I love fairy tales! I was so excited to see the author of Beauty had another retelling. Spindles End has me very confused. I am plugging through it and hope when I am done with it a second time I can give it more stars. I would not recommend it for younger readers,negative
The only reason Susan McCrook wouldn't talk was she was afraid she'd end up taking an ADN (Arkansas dirt nap). Case closed,negative
"This poorly executed story drags on for too long while the town waits for the return of Sister North. In the end, we really don't care if she ever returns. The ending is cliched and predictable. A waste of time",negative
"I too read the TA for Tots to my 3-5 year-old 30 years ago. She loved it a lot so I've been looking for it again, this time for my grand-daughter. Even though the title is different from the original one I knew, I purchased it and read it as soon as I received it. Bottomline: this story is _not_ the original one and I don't like it at all. Other than showing stereotypical Happy Prince and Princess fairy tale characters (which I can live with up to a point), I saw bunches of red flags when I got to the evil witch, drawn with a full-blown ugly face ""who was very clever and devised a very wicked plan"". Unhappy because there are so many happy warm-fuzzy people around she freely starts giving away cold pricklies. Without enough warm fuzzies (we read earlier) it puts people ""in danger of developing a sickness in their backs which caused them to shrivel up and die"". Ouch. So instead of embracing the wisdom of old women, here we have another story that villifies them (OK, I'm a psychotherapist also and know all too well how these images affect us all). No, it's not funny, and there is no way I would introduce this book to any child. The book also does not do a good job of showing clear examples of what warm fuzzies and cold pricklies really are, as the original book did. Too bad, for using images of ""warm fuzzies"" and ""cold pricklies"" is an easy way to introduce feelings and consequences of behaviors to young children. I am returning the book.",negative
"Overall, I found this book disappointing. In its defense, its basic thesis of the movement of Jewish American Orthodoxy towards the `right' (more closed and intensely religious) is interesting, and I am sure accurate, and Heilman's analysis of its evolution is insightful and well-researched. However, I was extremely bothered by the lack of any attempt to portray Hareidi society through the prism of its own value system, or in fact any attempt to understand their values at all. Heilman accepts his own world view as absolute and obvious to the reader, and in this context denigrates a society with an entirely different set of goals and aspirations. Examples of this include his assumption of the primacy of feminism and the worth of secular culture. Hareidi society has its own worldview which, although too complex to elaborate on here, has valid and very real reasons for its hierarchy of values, reasons which Heilman completely disparages or ignores. (For an example of a book that is not written by a religious author, yet is able to appreciate Hareidim from their own perspective try ""Real Jews"" by Noah Efron). In general, I found his view of religion as a mere sociological construct (i.e. a defensive reaction to the Holocaust) to be grossly insensitive to the Hareidi intense religious belief founded on thousands of years of tradition.",negative
I have to admit the title and discription of this book was very alluring but it was merely a mask. I have had the book for two months and just cannot seem to get though it. Although the first few pages were very catching with the author immediately opening with a murder scene that is discribed with enormous detail; it just doesn't click for me. I f ind it very hard to read more than a paragraph at a time and the story seems to jump around everywhere causing confusion of both characters and storyline. Surely if you can get through the first few chapters it may become interesting but I just cannot do it my self,negative
"Unless you are interested in reading one chapter after another plugging Bear Spray, don't waste your time. The stories are all re-hashed versions of nearly identical situations; Man goes into the wilderness-Man sees bear-Man uses UDAP Bear Spray on bear-bear retreats. This book is one long advertisement for UDAP!! My book was actually misprinted, missing 50 pages right in the middle. Initially I wanted to return my book for a complete one but, after reading the rest of 223 pages, I didn't want to waste any more of my time with this ONE story",negative
"If this man took a the time to know the history of U.S. involvment in Panama he would know that it was the U.S. that put Noriega in power in the first place.it was also the U.S. that killed the previouse leader of Panama,Omar TorriJos.Who apposed U.S. control of his county.",negative
"We went to a book siging to get this book. Truthfully, I wasn't sure if the book was going to live up to the hype. T.O. graciously signed books and all proceeds went to charity. I was surprised this book was so well written. My four year old wants me to read it over and over again. He doesn't like for me to read to him but he loves this book! It is the perfect book for children. Its not too short but not too long. I have read this book at least 10 times in the past 3 days. I would recommend this book to anyone with small children. It is great book for little boys because of the football theme. However, the lesson is something everyone can appreciate. Great Book",negative
"One star is too generous! AAARRRGGGH! I am still mad about this book and I read it 3 books ago! I loved Ted Dekker's ""Three"" and I enjoyed Peretti's children's books I read with my kiddos, so I was looking forward to the arrival of a collaboration. But it was utterly silly! If I start a book, I have to finish it. Okay, that's my own fault, but I had to MAKE myself read this to get it over with! I wanted to burn the book when I was finished to make sure nobody else I knew ever read my copy.",negative
"When I discovered the existence of this novel, I was enthusiastic and intrigued. Unfortunately, my hopes were more or less dashed as I trundled my way through the 382 pages. KLEOPATRA focuses on the famous queen's early years - a period of time of which we have no record - and the intrigues that haunted and led to the demise of any semblance of a family (something she may have compensated for in adulthood). What I liked: 1). The spelling of Kleopatra/ Cleopatra with a ""K""- it really does emphasize that Hellenistic connection; 2) Kleopatra's strength of character- Essex's general characterization is appropriate and it's easy to see what Kleopatra will become.",negative
"Other reviewers have taken pains to outline the ""plot"" of this baby boomer bodice ripper. Suffice it to say author Kathryn Harrison, scrupulously adhering to some private conviction that ""more is better"" , offers estrangement between identical twins, loss of a child, incest, paternity confusion, mid-life crisis and spiteful erotomania as it crops up in the life of one understandably confused New York shrink. This reader was aching for the hero, Will, to book himself onto Jerry Springer while feeling immensely shortchanged by lines from Ms Harrison like ""It's just...it's...What is it? Will doesn't have a word for what he feels."" (Perhaps the character lacks the emotional vocabulary to communicate with the reader: the author, however, should not. In any case, those are lousy, lazy sentences among so many examples.)",negative
"This ""book"" is probably the worst written I've ever encountered. It was so flawed as to be considered literature. Alice Walker tries to ""One-up"" Harriet Beecher Stowe, in writing about brutality. Titles like these are weapons used in the Anti-Black Male agenda this society has long perpetuated. All the men depicted in this book are one-dimensional characters with absolutely no redeeming qualities worth noting. The women are portrayed as martyred, forlorn, pseudo-saints who have been set upon by beasts from hell.",negative
"Herf applies a very simplistic test to determine the Nazification of both Germanies: did they side with Israel in the Middle East version of the Cold War or did they not? The trial against Paul Merker in the East, which had as its background East Germany's reluctance to pay reparations to expropriated Jews, serves as his prime evidence for the continuation of things Nazi in the GDR. But both of these arguments completely ignore the Marxist ideology underlieing the rationale of the East German leadership and bypass more complicated issues of political allegiance. Moreover, they totally eclipse the East German cultural discourse on the Holocaust, a discourse that was decades ahead of discussions in the West and still proves to be more sophisticated than most that is being written in Western academia.",negative
Eliot Cohen has an impressive background in policy work (OSD) and academia (Naval War College and Harvard). I had high hopes for this book because I thought his experience with the military combined with his academic work would produce a focused and well-grounded work. I was disappointed. I never really bought his argument that political leaders can lead war better than generals. He seemed to cherry pick leaders than fit his mold. I could not believe that someone who works so closely with the military would generalize military leadership in such a stereotypical way.,negative
"I was trying my hardest to be creept out, but like someone said, it read like a pre-teen novel.",negative
"When I first picked up Drinking Coffee Elsewhere, I was excited to have the chance to read something that so many people seemed to enjoy. And, truthfully, it's not a horrible book. It is entertaining, the style works, etc. On that note, if you're looking for a fun read and don't plan on thinking about it too much, then by all means, get it. My problem with the book is that it doesn't deserve all the acclaim it's getting-- if you want something that breaks boundaries or adds a new voice to the current socio-political situation of America, this is not your book.",negative
"It's a bad idea to create a character-driven sci-fi when your characters are this annoying. The majority of Children of the Mind consists of inane dialogue between characters that are impossible to care about. The characters are so one-dimensional and predictable that you already know what they'll say before they say it. Peter says nothing except smart alecky remarks, Val spends the whole book whining loudly about not being a real person, Novinha is as crazy and hard-headed as she's been for the last two books, and Ender spouts off a bunch of trite, up-with-people garbage every chance he gets. Somehow, Card even managed to make Jane more irritating than my ex-girlfriend during PMS. The only decent characters in this book are Miro and Wang Mu, and they aren't nearly enough to save the story.",negative
"Talk about self-absorbed...I guess the ego and the love of self this man displays are essential to success in business...I thought the man made some good points, but few are helpful to anyone in the real world (or outside the newspaper business). Nausea sets in after the second chapter. Neuharth will die an old, lonely, rich man. Respected by many, hated by nearly all. Luckily, I didn't have to sit through this entire book. I put it down quickly",negative
"I am so sorry that I bought this book. It is unfortunate that you do not have a Penguin or Everyman's Library edition. First of all the book is too large to read in bed. Secondly, whoever did the proofreading should be fired. There are so many typographical errors that it really upsets and disturbs the reading. If the postage were not so expensive from Israel, I would return the book to Amazon",negative
"This book can be very damaging if you approach it with the idea that it is absolute truth. As some readers have complained, this is not really a ""Christian"" book because the focus isn't on Christ, it's on YOU.",negative
"Someone gave me this book as a gift -- why, I have no idea. This book is about as intelligent as a TV sitcom, about as funny as a TV sitcom, and generally at the level of a TV sitcom. I found it neither funny, inspiring nor interesting. It is, in the final analysis, proof that any book that purports to be about &quot;strong&quot; or &quot;outrageous&quot; women will immediately sell thousands of copies, regardless of the piffle between the covers, and is thus a triumph of marketing over everything. Probably best for teenaged girls who don't read much. It's no worse than TV, I guess",negative
"Surely there's more to chinese youth culture than descriptions of affairs with tall western men. Being a fan of Pearl Buck's books on China, I was looking for more contemporary accounts of chinese culture. But this book was so dissapointing.A ""goodlooking"" shangaiese woman gives vacuous details of her affair with a tall german man. While her doped impotent chinese boyfriend simple wastes away (why was he even in the story?)",negative
This book (I believe) is one of Lem's earlier stories and it reads like so-so pulp sci-fi. Fiasco (a true 5 star science fiction novel) picks up the idea of contacting a new world and does it so much better. I suggest reading this only if you are a Lem completist (I've read all of his stuff except 2 books),negative
"I looked through this book at a craft store the other day, and as a person who loves the ocean and seashells, I found maybe one project in here that I would consider making. Just about every project uses a ridiculous amount of shells so imagine the cost would be prohibitive and for this reason projects look overly ornate. Unless that is the look you are seeking to accomplish, I wouldn't recommend this book. Try to find ""Decorating with Seashells"" by Anita Louise Cran",negative
"I have not read the original version of this work, but the translation lacks originality and art. A beautiful story, but the writing style lacks grace and creativity. This is the only time I have liked a movie better than the book. Do yourself a favor and skip the book. The movie is quite beautiful and moving",negative
"I bought this book, the paperback version. The text is good, it describes all his letters and tries to do a lot of explanations too. However the prints of his paintings are not that impressive. They are very dark prints. Go for some other book if you want to see the corect colors of his paintings",negative
"This book is similar to going to a poor movie sequel. There is nothing new and it bores you with percentages. The title and cover are the best aspects of the book - once you open it and begin reading, it quickly goes downhill. Save your money - I wish I had",negative
"Not that great. A far better read is ""Sun, Sin And Suburbia: An Essential History Of Modern Las Vegas"" by Geoff Schumacher.",negative
"Have to agree with earlier post, book looks nice and clear but numerous errors make actually using (vs. just browsing) the material very difficult. 7th edition ADI section has numerous mislabed equations, incorrect data values, unfortunate. Suggest look elsewhere for a numerical analysis book",negative
"Save yourself time and buy any book by Greg LeMond (Greg Lemond's Complete Book of Bicycling) or John Howard (John Howard's The Cyclist's Companion) -- they are both far better writers, well-rounded bicyclists, and honorable family men -- good role models for all true cycling athletes, young and old alike. Lance Armstrong is good at chronicling his many bicycling events and achievements in this book, but what is notably missing from this text is the experience of a genuine champion. Lance Armstrong would sell his own grandmother's last pair of socks in order to succeed -- leaving his family behind in order to pursue his one-dimensional goal of winning the Tour de France. He sold his wife and three helpless kids for bicycling success and he degrades the sport and his wonderful family by publicly flaunting his association with a pathetic and desperate rock singer ... yawn. Better to settle down with Greg LeMond's wonderful book for real depth, excitement, and rich experience and learn how to become a well-rounded cyclist and a real champion cycling athlete and family champion as well",negative
"Read the Microsoft documents, white papers and manuals on the Microsoft web site instead. This book offers no easier approach to understanding than the techno-drill available from Microsoft.",negative
"If you like Redon for his vibrant color, look for another book. Dream symbolism and spirituality that inspired Redon's imagery are the main topics of this book. Most of the many examples are black and white drawings. However, the real magic of Redon is his use of color in his mature works. This was not adequately represented.",negative
Ch.9 - Heated Moments - graphic details of a girl starting her period. Writing makes it seem that a girl's period is something wrong,negative
"Is that those who read it and believe it, believe they actualy have girlfriends!!! Come on! admit it you are guys who wear black sabbath t-shirts and live in your parents basements. You also believe that you can get control of you live by chanting some spells from a book made to get your money. Look, go get a hair cut, take a bath and loose 10 pounds and you will probably get that girl friend that you talk about. Oh by the way the Necronomicon is fiction! . . except for the real copy that is in my basement, in my parents house where I used to live when I was 15",negative
"This book is the worst book ever. I didn't know there could possibly be a book this bad. If you are required to read this book like me, i feel bad for you. Do NOT read this book for pleasure because it is not a pleasant book. It is painful to read. If you are STILL thinking of reading this bad book, DON'T READ IT!! take my advice.",negative
"I will not lash out against anyone, and I will not use specific names of individuals or organizations that replace the search for truth with a situationist relativism based on vainglorious, ostentatious egotism. That said, let me merely point out that the absence of necessary historiographical context makes Jesus of Nathareth's solutions extremely difficult to accept. First off, it doesn't do us much good to become angry and wave our arms and shout about the evils of Jesus's morals in general terms. If we want other people to agree with us and join forces with us, then we must provide a trenchant analysis of Jesus's codices. The key point here is that Jesus's older analects were deluded enough. His latest ones are undoubtedly beyond the pale. Jesus's peuplade appears to be growing in number. I indisputably pray that this is analogous to the flare-up of a candle just before extinction yet I keep reminding myself that Jesus has found a way to avoid compliance with government regulations, circumvent any further litigation, and violate his pledge not to condemn innocent people to death -- all by trumping up a phony emergency. His desire to control your bank account, your employment, your personal safety, and your mind is the chief sign that he's a slaphappy caitiff. (The second sign is that Jesus feels obliged to force me to undergo ""treatment"" to cure my ""problem"".)",negative
"I have an Amazon bookmark that advertises Ludlum's book ""The Sigma Protocol"". It says ""In Ludlum's latest, an ordinary man battles a global conspiracy."" Well gee. That's the plot of THIS book as well. Come to think of it, that's the plot of every book by the man that I've read. A 'vast right wing conspiracy' is set to take over the world. They have small armies, a lot of money and a plan. This time around, a group of military men (naturally) plan to foment terror, and use the chaos to implement their vision of the world (laugh not - millions in the Middle East and far Left believe 9-11 was something along the same lines). Enter ""ordinary man"" Joel Converse. He's a Vietnam vet and P.O,W. who thought he had left that life far behind. It's up to him to save the world. He will survive certain death several times (the bad guys always seem to think they need him alive, and they just HAVE to explain their conspiracy to this total stranger). He will find love, and he'll visit several European cities to boot. Of course, a suspension of disbelief is essential for many novels (how else would you believe that a Nazi and an Israeli are on the same side?), but Ludlum's cliched stories are further worsened by the fact that he just couldn't write. His dialogue writing is always tedious, and sometimes just painful to read. Action scenes are generic. The only thing he could do right is character background, but that's not enough to save this. ""The Aquitaine Progression"" might make a half decent TV movie, but to endure 700 pages is just too much",negative
"I quote from GLIMPSES OF THE DEVIL, p. 215: ""...after spending a half hour with that book, GODS' MAN. I called [a nun, six years my senior, who has been my spiritual director for more than twenty-five years] sobbing with a complex of emotions, including hatred for the author, disgust at the book, rage at its destructiveness, sorrow for all the other young boys and girls who had been the book's victims, and a feeling of deep contamination that I had received just from looking at it. After we spoke, I sent her my newly purchased copy and she called me back to agree that it was the single most destructive thing she had ever seen in her fifty-plus years."" Undoubtedly, Dr. Peck's strong emotional reaction was due to the destruction the book wrought in the life of one of Peck's patients. But now you are forewarned",negative
"If you adore the intellect and see in it the only way to the highest, purest, and most divine knowledge, than this is your book--but it isn't mine. Page after page of speculation about the higher realms open only to a mind freed from the crude considerations of the flesh....I kept hoping that Plotinus would realize his vision and disappear before finishing, but it didn't happen",negative
"Frankly, this book brings nothing new. We already know everything there is to know about Jackie and Diana don't we? I sincerely regret having paid such a high price to read what I already knew! I found the book &quot;Mrs. Kennedy&quot; much much more interesting",negative
"Paul Ehrlich may understand butterflies more than most of us do, but he definitely does not understand how the real world in general and the human society in particular works. He just does not seem to have sufficiently organized brain cells to think realistically about the world.",negative
"The information is sketchy and factually incorrect in some places, and the book would appear not to have been proof-read - for example the botanical names are mis-spelled in several different ways. There are much better books on the subject available",negative
"The book reads like a shallow, way too long magasine article.",negative
"The author tries to bring both the biography of Walsingham and a discussion of the birth of espionage together in the same book and succeeds at neither. It is a fine read if you would like a general overview of the time, but, after reading the title and reviews, I was hoping for a detailed biography of Walsingham or much detail on how he created the group of people who became his information gatherers. Instead, it is a general overview of Walsingham's life with references to the work that he did. There are some interesting facts that the author brings forward that the reader might not find elsewhere , but the majority of the reading is rehashed from biographies of Elizabeth I. If you want details and a better understanding of Walsingham the man, and his life work and actions, you will need to look elsewhere",negative
"Myths are important, but they should not be labeled history. 1. George Washington was not a great guerilla leader; he commanded conventional forces who fought in lines--just like the redcoats. Washington thought militia and irregulars were undisciplined and unable to face regular troops.",negative
"This book started off very good, but as I read on the reading became ardious. I found it hard work to finish this book. I don't know why I had such a hard time enjoying the book while all the other reviewser thought it was the best thing since sliced bread, but I would read another shark book, such as Shark Trouble or Close to Shore rather than waste my time on this book",negative
"I can see how instructors would be enthusiastic about this book, but unfortunately it will in no way help the student develop their ear training. Here's the problem. The book and CD basically outlines a METHOD of ear training, it is not ear training itself. For example, for each step of the book there is one and only one example on the CD. It is just that, an example, not a training. So, there is one 14 note ""lesson"" on intervals and from this you are supposed to magically learn how to identify all the major intervals. I don't think so. However, if you were an instructor then you could use that example as a starting point to develop your own lessons and work with students in recognizing intervals. You could spend a month on variations of that lesson itself since that's the core of ear training. In fact, if you're an instructor you can use the whole book as a blueprint for a year long curriculum from recognizing intervals to recognizing chords.",negative
"I am extremely dissapointed with this new edition of the text and have one advise only: If you own 2nd ed., do not indulge in this new edition for even the errors (spellings for one) are xeroxed onto the new edition.",negative
"Man, oh man, I think this is one of the worst books I've ever read. If I could give The Thanatos Syndrome negative stars, I would!",negative
"This is another wierd book by Shirley MacLaine: it is neither interesting nor a helpful guide book for pilgrims. The book is just a long rambling new age rant, published because the auther is ""Shirley MacLaine"". Too bad really. Don't waste your money on this one.",negative
"Let me start by saying that normally I'm a big Popcorn fan. I read any article that she's quoted in. I've read ""The Popcorn Report"" at least twice and loved it. The same for ""Clicking."" Great book. They're part of my permanent library.",negative
"From the cover and a quick glances at some of the colorful photo filled chapters, this book seem promising at first. But the cliched saying of never judge a book by its cover has taken its toll. This book provides marginal advice on how to -potentially- make a profit from the wonderful world of digital photography, however, it fails to give any real world working model on how this can be accomplished.",negative
"Although I am a psych student with a pretty good GPA, I find this book difficult to understand. The difficulty seems to come from the authors' desire to condense as much information as possible in just a few hundred pages. This leads to a cryptic language, where some terms are defined only once and some sentences become a string of such words, a thing which ,personally, frustrated me",negative
"Do you like romance novels? Do you call your dogs your babies? This is the book for you. The thriller aspect of this book is far overshadowed by the romance portion, and the annoyingly repetitious mentioning of the dog could possibly drive most readers over the edge. This was my first Johansen novel, and it most certainly will be my last. Two stars for actually wrapping up the story without leaving too many loose ends.",negative
"I tried, I really did, but I couldn't get beyond 100 pages. I love Iris Johansen books but it seemed she had no joy in writing this one, almost as if she were forced to do so. It contained none of her usual style. The dialogue was choppy and boring and nothing made you care about the characters. I'm still a fan and hope the next book is written in more typical IJ style.",negative
"i would like to know what kind of a wuss needs to use a stradegy guide for a FIRST PERSON SHOOTER!? i mean, they're pretty straightfoward - walk forward and kill all the bad guys you see! how hard is that!? Halo is an awesome game but it's REALLY not hard to figure out what to do! i mean you'd have to be a complete MORON not to know what to do or where to go. it tells you more than once what to do during the game - you got that extrememly annoying Cortana yacking in your ear pretty much non-stop, tellin' ya what to do. but anyway i'm done ranting at you wusses",negative
I bought this book before my first trip to Austria. I had a,negative
"Good Lord, people must be busier than I thought. If you haven't been allowed to even think about your future after retirement, then maybe you will get something out of this book. For the rest of us, this is drivel",negative
"I tend to like just about anything that Brubaker writes. While I'm not as excited about his Marvel work as most others are, I have enjoyed his runs on Captain America and Daredevil. His work outside of Marvel has been great; Sleeper is one of my favorite series over the last few years. In general, Brubaker had not written anything that I genuinely disliked. Then came 'Deadly Genesis'.",negative
"Having recently graduated with a BA in English, I am forever doomed to read such so-called ""truth texts"" with what could only be called an eye for detail; does the author site her sources? Credentials? Any sort of solid evidence as to why I, as her reader, should believe a word of what she says?",negative
The product I ordered was not actually for sale! Don't post an product if you don't have it in stock,negative
"If you want the why and the wherefore ... stay away. Informative to general audiences, it provides little scientific support for its contention. With the wealth of information out there, this was not the critical review needed, nor was it terribly informative about any particular statin-caused effect",negative
"Many of the columns were interesting . . . painting a picture of a vast right-ring conspiracy that Hillary Clinton first brought to the public discourse. But it seems that most of these pieces are obsolete, without any interest either as themselves or as a theme. Does anyone care about Texas state politics in 1989, or Phil Gramm's problems as a senator or as a presidential candidate? Someone should have gone through this and culled out what was obsolete .. except that that would probably have left less material than would make up a book. Just going through a bunch of previously written columns and passing them off as a book may be a cheap and easy way to publish something but it is an inadequate read",negative
Waller should win an award for the most times reprocessing the same book and making money from it. Come on. Show some imagination,negative
"If you want to write a great script, never ever ONCE think of it as anything other than telling a solid story. This book advances the theory that writing for animation is different than writing. It isn't.",negative
"If you have this book, keep using it for the review only, but not for the tests. I suggest, use 15 Tests of Meylani for the practice",negative
"I visit England frequently. I have an earlier edition of this book which I find to be very useful, even now. The new version leaves out a lot of the good places that were in the old book and it lacks credibility. I have a hard time taking any of it seriously when it tells me that an English pint is 16 ounces. Anyone who is serious about English beer knows that an English pint is 20 ounces",negative
With someone like this teaching you a failing grade is the likely outcome. Why Dunn feels it neccessary to quote from one of Shakespeare's most ridiculus plays and behave as if he is possessed is beyond me. It's not funny or necessary and the problem is that the book is full of it - literally.,negative
"The professionals in the law field in this book aren't the type of lawyer or law professional most people want to become. I understand not everyone becomes a six-figure-paid lawyer right out of law school, but this book is ridiculous. It shadows a guy who wants to only be a law clerk? Give me a break",negative
"The text is OK and the way the story is cut up in frames and assembled is competent, but the drawings are the work of a hack, often tacky and always styleless and garishly colored. The costumes and settings are totally lacking in imagination and carry no semantic weight. The attempts to create a visual equivalent for the musical leitmotifs of the operas are too literal and very much in the spirit of a mechanical translation from opera to comic book. An affront to connoisseurs of either opera or comics or both. Only valuable as a kitschy curiosity",negative
"Every once in a while I like to pick up a book that is outside the realm of usual reading, and look for a surprise, or spark to keep the fires of imagination from dying out - it is with this mindset I picked up ""Wouldn't Take Nothing for My Journey Now."" And what did I find as a result of my maverick literary exploration? Ehh...",negative
"The writing was not what I expect of Andre Norton. Too many gaps and information that is disjointed. Whether this is a consequence of collaboration I don't know. I felt this should have had a strong editor to point out where things should be tightened. For example - at the start we know Kirion has sent people to capture his sister. The book covers over 2 years, but you hardly hear of this again. I cannot imagine the sorcerer would just have let it drop.",negative
"Wow! I read all these great reviews and thought this would be a great book. Luckily, I got it out of the library & didn't buy it. I liked it at first, but then the situations got more & more implausible. Then I was reading it just to laugh at it. Some of the sentences in the book were completely ridiculous too. If I had the book here at work with me, maybe I could quote a couple descriptions that just had me rolling my eyes. Not a well written book at all in my humble opinion. Glad the rest of you enjoyed it anyway",negative
"Need I say more than the above title suggests? Okay, so the upside of this book is that it has important life lessons and epiphanies from the voice of experience. There are some touching moments in this book, but even then there is still something the author is lacking. I saw the movie when it was in theatres and I have just finished reading the book. I liked the movie soooooooooo much better than the book. The movie was funny, entertaining, touching, personal, and sad at times. The book did not captivate me at all. I had trouble staying focused. Considering Beverly Donofrio's credentials--a bachelor's degree in English from Wesleyan University and a master of fine arts in creative writing--her quality of writing is very poor. Her quality of writing is more like someone who has only a highschool education, if even that. And not to go off topic, but since Donofrio has a master of fine arts in creative writing from a top notch school like Columbia U, then why doesn't she write about something else besides her getting pregnant in highschool and how that has changed her life? I mean, after all, the MFA is in creative writing, meaning she should be more creative rather than just write autobiographies all the time. She has only wrote 2 books--Riding in Cars With Boys, and Looking For Mary, both about her getting pregnant at a young age. If you liked the movie, just leave it at that. Don't bother reading the book unless you enjoy getting disappointed. And if you're interested in a novel or autobiography about teen pregnancy, then go to the local library. Don't get this one. There's other novels covering the same subject that are far superior to this one.",negative
"This is one of the silliest books I have read for a long time. It could be categorised as belonging to the same genre of ""action fantasy"" as a number of Hollywood films.",negative
"The author writes a book that does give you a mental workout while giving valuable insight into the theological/philosophical foundations of the emerging confession. There is value in that. I look forward to reading part two, the liturgical ideas section. The emerging church is keen on praxis, but the theological underpinings of this book in part one reminds me of past mistakes within Christendom, which I had hoped we were past.",negative
